IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms)0-30好/51-100普通,速度(MB/s)
8.210.3.24,80,2083,TRUE,HKG,Asia Pacific,Hong Kong,56,1.22
8.210.9.129,80,2053,TRUE,HKG,Asia Pacific,Hong Kong,70,1.08
8.210.119.11,80,2096,TRUE,HKG,Asia Pacific,Hong Kong,39,1.05
47.76.225.255,80,2053,TRUE,HKG,Asia Pacific,Hong Kong,36,1.05
47.76.32.108 ,80,2083,TRUE,HKG,Asia Pacific,Hong Kong,54,0.98
47.76.178.146 ,80,2053,TRUE,HKG,Asia Pacific,Hong Kong,38,0.95
8.210.156.6 ,80,2083,TRUE,HKG,Asia Pacific,Hong Kong,12,0.88
8.218.2.181,80,443,TRUE,HKG,Asia Pacific,Hong Kong,179,0.85
47.76.204.76,80,8443,TRUE,HKG,Asia Pacific,Hong Kong,25,0.79
8.218.22.210,80,2083,TRUE,HKG,Asia Pacific,Hong Kong,25,0.74
1.36.190.230,443,443,TRUE,,,,,
1.36.219.221,443,443,TRUE,HKG,,,,
1.36.221.186,443,443,TRUE,HKG,,,,
1.36.225.25,443,443,TRUE,HKG,,,,
1.36.251.126,443,443,TRUE,,,,,
1.36.251.177,443,443,TRUE,HKG,,,,
1.64.13.221,443,443,TRUE,HKG,,,,
1.64.220.189,443,443,TRUE,HKG,,,,
1.64.50.191,443,443,TRUE,HKG,,,,
101.1.5.6,443,443,TRUE,,,,,
101.32.10.110,443,443,TRUE,HKG,,,,
101.32.187.134,443,443,TRUE,HKG,,,,
101.32.190.111,443,443,TRUE,HKG,,,,
101.32.207.185,443,443,TRUE,HKG,,,,
101.32.208.182,443,443,TRUE,HKG,,,,
101.32.26.11,443,443,TRUE,HKG,,,,
101.32.27.149,443,443,TRUE,HKG,,,,
101.32.62.84,443,443,TRUE,HKG,,,,
101.32.68.154,443,443,TRUE,HKG,,,,
101.32.70.67,443,443,TRUE,HKG,,,,
101.33.116.13,443,443,TRUE,HKG,,,,
101.36.110.230,443,443,TRUE,,,,,
101.36.111.171,443,443,TRUE,HKG,,,,
101.36.111.246,443,443,TRUE,HKG,,,,
101.36.111.47,443,443,TRUE,,,,,
101.36.113.199,443,443,TRUE,,,,,
101.36.116.11,443,443,TRUE,HKG,,,,
101.36.119.145,443,443,TRUE,HKG,,,,
101.36.119.250,443,443,TRUE,,,,,
101.78.179.19,443,443,TRUE,,,,,
101.78.207.174,443,443,TRUE,,,,,
101.78.226.54,443,443,TRUE,,,,,
103.10.237.195,443,443,TRUE,,,,,
103.101.188.132,443,443,TRUE,,,,,
103.11.229.40,443,443,TRUE,,,,,
103.114.194.9,443,443,TRUE,,,,,
103.117.100.32,443,443,TRUE,HKG,US-DMITINC,Hong Kong,,
103.12.217.187,443,443,TRUE,,,,,
103.12.218.151,443,443,TRUE,,,,,
103.123.160.69,443,443,TRUE,HKG,Yancy Limited,Hong Kong,,
103.126.92.57,443,443,TRUE,,,,,
103.127.80.244,443,443,TRUE,,,,,
103.13.220.77,443,443,TRUE,,,,,
103.133.176.8,443,443,TRUE,HKG,Ningbo Silicon Cloud,Hong Kong,,
103.135.248.96,443,8443,TRUE,HKG,Asia Pacific,Hong Kong,24,0.89
103.138.148.231,443,443,TRUE,HKG,Bestip,,,
103.141.236.203,443,443,TRUE,HKG,Bestip,,,
103.142.244.27,443,443,TRUE,,,,,
103.142.244.33,443,443,TRUE,HKG,Bestip,,,
103.143.160.206,443,443,TRUE,,,,,
103.143.72.88,443,443,TRUE,,,,,
103.144.218.132,443,443,TRUE,HKG,Bestip,,,
103.149.27.6,443,443,TRUE,HKG,,,,
103.155.149.129,443,443,TRUE,,,,,
103.160.204.1,443,443,TRUE,HKG,,,,
103.160.204.10,443,443,TRUE,HKG,,,,
103.160.204.11,443,443,TRUE,HKG,,,,
103.160.204.12,443,443,TRUE,HKG,,,,
103.160.204.120,443,443,TRUE,HKG,,,,
103.160.204.121,443,443,TRUE,HKG,,,,
103.160.204.122,443,443,TRUE,HKG,,,,
103.160.204.130,443,443,TRUE,HKG,,,,
103.160.204.136,443,443,TRUE,HKG,,,,
103.160.204.14,443,443,TRUE,HKG,,,,
103.160.204.147,443,443,TRUE,HKG,,,,
103.160.204.148,443,443,TRUE,HKG,,,,
103.160.204.15,443,443,TRUE,HKG,,,,
103.160.204.159,443,443,TRUE,HKG,,,,
103.160.204.169,443,443,TRUE,HKG,,,,
103.160.204.174,443,443,TRUE,HKG,,,,
103.160.204.175,443,443,TRUE,HKG,,,,
103.160.204.18,443,443,TRUE,HKG,,,,
103.160.204.182,443,443,TRUE,HKG,,,,
103.160.204.184,443,443,TRUE,HKG,,,,
103.160.204.197,443,443,TRUE,HKG,,,,
103.160.204.2,443,443,TRUE,HKG,,,,
103.160.204.20,443,443,TRUE,HKG,,,,
103.160.204.200,443,443,TRUE,HKG,,,,
103.160.204.21,443,443,TRUE,HKG,,,,
103.160.204.210,443,443,TRUE,HKG,,,,
103.160.204.213,443,443,TRUE,HKG,,,,
103.160.204.216,443,443,TRUE,HKG,,,,
103.160.204.22,443,443,TRUE,HKG,,,,
103.160.204.220,443,443,TRUE,HKG,,,,
103.160.204.222,443,443,TRUE,HKG,,,,
103.160.204.226,443,443,TRUE,HKG,,,,
103.160.204.229,443,443,TRUE,HKG,,,,
103.160.204.235,443,443,TRUE,HKG,,,,
103.160.204.238,443,443,TRUE,HKG,,,,
103.160.204.24,443,443,TRUE,HKG,,,,
103.160.204.242,443,443,TRUE,HKG,,,,
103.160.204.245,443,443,TRUE,HKG,,,,
103.160.204.246,443,443,TRUE,HKG,,,,
103.160.204.248,443,443,TRUE,HKG,,,,
103.160.204.249,443,443,TRUE,HKG,,,,
103.160.204.253,443,443,TRUE,HKG,,,,
103.160.204.26,443,443,TRUE,HKG,,,,
103.160.204.28,443,443,TRUE,HKG,,,,
103.160.204.29,443,443,TRUE,HKG,,,,
103.160.204.3,443,443,TRUE,HKG,,,,
103.160.204.31,443,443,TRUE,HKG,,,,
103.160.204.34,443,443,TRUE,HKG,,,,
103.160.204.36,443,443,TRUE,HKG,,,,
103.160.204.4,443,443,TRUE,HKG,,,,
103.160.204.42,443,443,TRUE,HKG,,,,
103.160.204.48,443,443,TRUE,HKG,,,,
103.160.204.5,443,443,TRUE,HKG,,,,
103.160.204.50,443,443,TRUE,HKG,,,,
103.160.204.52,443,443,TRUE,HKG,,,,
103.160.204.6,443,443,TRUE,HKG,,,,
103.160.204.66,443,443,TRUE,HKG,,,,
103.160.204.7,443,443,TRUE,HKG,,,,
103.160.204.71,443,443,TRUE,HKG,,,,
103.160.204.72,443,443,TRUE,HKG,,,,
103.160.204.8,443,443,TRUE,HKG,,,,
103.160.204.9,443,443,TRUE,HKG,,,,
103.160.204.90,443,443,TRUE,HKG,,,,
103.160.204.92,443,443,TRUE,HKG,,,,
103.160.204.97,443,443,TRUE,HKG,,,,
103.160.204.98,443,443,TRUE,HKG,,,,
103.160.204.99,443,443,TRUE,HKG,,,,
103.172.134.143,443,443,TRUE,HKG,Asia Pacific,Hong Kong,250,4.93
103.183.3.201,443,443,TRUE,,,,,
103.193.185.190,443,443,TRUE,,,,,
103.193.187.169,443,443,TRUE,,,,,
103.198.203.29,443,443,TRUE,HKG,Baidu Netcom,Hong Kong,,
103.20.236.185,443,443,TRUE,HKG,Commercial Radio Production,Hong Kong,,
103.200.124.148,443,443,TRUE,HKG,Bestip,,,
103.213.246.14,443,443,TRUE,,,,,
103.214.140.218,443,443,TRUE,HKG,AISI CLOUD,Hong Kong,,
103.228.64.245,443,443,TRUE,HKG,Hong Kong Business Telecom,Hong Kong,,
103.229.181.32,443,443,TRUE,,,,,
103.229.182.24,443,443,TRUE,,,,,
103.23.170.157,443,443,TRUE,,,,,
103.230.240.218,443,443,TRUE,HKG,Bestip,,,
103.231.12.5,443,443,TRUE,HKG,Bestip,,,
103.231.252.101,443,443,TRUE,HKG,Bestip,,,
103.231.252.160,443,443,TRUE,HKG,Bestip,,,
103.233.187.139,443,443,TRUE,,,,,
103.233.96.113,443,443,TRUE,HKG,Bestip,,,
103.234.96.101,443,443,TRUE,HKG,Shenzhen Katherine Heng Technology,Hong Kong,,
103.24.251.247,443,443,TRUE,,,,,
103.246.178.47,443,443,TRUE,,,,,
103.249.72.25,443,443,TRUE,,,,,
103.249.73.50,443,443,TRUE,,,,,
103.249.75.60,443,443,TRUE,,,,,
103.251.112.140,443,443,TRUE,HKG,Bestip,,,
103.251.112.207,443,443,TRUE,,,,,
103.251.88.108,443,443,TRUE,,,,,
103.251.89.163,443,443,TRUE,,,,,
103.251.91.39,443,443,TRUE,,,,,
103.253.123.144,443,443,TRUE,,,,,
103.254.72.23,443,443,TRUE,HKG,Hdtidc Limited,Hong Kong,,
103.3.26.46,443,443,TRUE,,,,,
103.30.252.95,443,443,TRUE,,,,,
103.30.76.122,443,443,TRUE,HKG,Bestip,,,
103.37.193.217,443,443,TRUE,,,,,
103.38.80.164,443,443,TRUE,HKG,Bestip,,,
103.38.83.204,443,443,TRUE,,,,,
103.43.172.34,443,443,TRUE,HKG,Hong Kong Business Telecom,Hong Kong,,
103.43.188.26,443,443,TRUE,HKG,West263,Hong Kong,,
103.70.180.122,443,443,TRUE,,,,,
103.70.59.32,443,443,TRUE,HKG,Asia Pacific,Hong Kong,25,1.08
103.73.161.35,443,443,TRUE,,,,,
103.74.173.120,443,443,TRUE,,,,,
103.74.192.132,443,443,TRUE,HKG,Bestip,,,
103.74.192.175,443,443,TRUE,HKG,,,,
103.74.192.83,443,443,TRUE,HKG,,,,
103.74.192.86,443,443,TRUE,HKG,,,,
103.79.53.155,443,443,TRUE,,,,,
103.82.5.119,443,443,TRUE,,,,,
103.98.16.254,443,443,TRUE,,,,,
104.129.166.9,443,443,TRUE,HKG,Asia Pacific,Hong Kong,,
104.29.59.104,443,443,TRUE,HKG,,,,
104.29.59.111,443,443,TRUE,HKG,,,,
104.29.59.115,443,443,TRUE,HKG,,,,
104.29.59.118,443,443,TRUE,HKG,,,,
104.29.59.121,443,443,TRUE,HKG,,,,
104.29.59.134,443,443,TRUE,HKG,,,,
104.29.59.136,443,443,TRUE,HKG,,,,
104.29.59.137,443,443,TRUE,HKG,,,,
104.29.59.138,443,443,TRUE,HKG,,,,
104.29.59.140,443,443,TRUE,HKG,,,,
104.29.59.154,443,443,TRUE,HKG,,,,
104.29.59.158,443,443,TRUE,HKG,Asia Pacific,Hong Kong,17,14.73
104.29.59.161,443,443,TRUE,HKG,,,,
104.29.59.168,443,443,TRUE,HKG,,,,
104.29.59.180,443,443,TRUE,HKG,,,,
104.29.59.185,443,443,TRUE,HKG,,,,
104.29.59.193,443,443,TRUE,HKG,,,,
104.29.59.194,443,443,TRUE,HKG,,,,
104.29.59.196,443,443,TRUE,HKG,,,,
104.29.59.198,443,443,TRUE,HKG,,,,
104.29.59.26,443,443,TRUE,HKG,,,,
104.29.59.33,443,443,TRUE,HKG,,,,
104.29.59.45,443,443,TRUE,HKG,,,,
104.29.59.49,443,443,TRUE,HKG,,,,
104.29.59.57,443,443,TRUE,HKG,,,,
104.29.59.62,443,443,TRUE,HKG,,,,
104.29.59.63,443,443,TRUE,HKG,,,,
104.29.59.7,443,443,TRUE,HKG,,,,
104.29.59.73,443,443,TRUE,HKG,,,,
104.29.59.84,443,443,TRUE,HKG,,,,
104.29.59.88,443,443,TRUE,HKG,,,,
104.29.59.9,443,443,TRUE,HKG,,,,
104.29.67.112,443,443,TRUE,HKG,,,,
104.29.67.12,443,443,TRUE,HKG,,,,
104.29.67.120,443,443,TRUE,HKG,,,,
104.29.67.123,443,443,TRUE,HKG,,,,
104.29.67.125,443,443,TRUE,HKG,,,,
104.29.67.133,443,443,TRUE,HKG,,,,
104.29.67.141,443,443,TRUE,HKG,,,,
104.29.67.147,443,443,TRUE,HKG,,,,
104.29.67.155,443,443,TRUE,HKG,,,,
104.29.67.17,443,443,TRUE,HKG,,,,
104.29.67.2,443,443,TRUE,HKG,,,,
104.29.67.20,443,443,TRUE,HKG,Asia Pacific,Hong Kong,85,0
104.29.67.23,443,443,TRUE,HKG,,,,
104.29.67.32,443,443,TRUE,HKG,,,,
104.29.67.49,443,443,TRUE,HKG,,,,
104.29.67.50,443,443,TRUE,HKG,,,,
104.29.67.51,443,443,TRUE,HKG,,,,
104.29.67.59,443,443,TRUE,HKG,,,,
104.29.67.78,443,443,TRUE,HKG,,,,
104.29.67.80,443,443,TRUE,HKG,,,,
104.29.67.93,443,443,TRUE,HKG,,,,
104.29.67.94,443,443,TRUE,HKG,,,,
104.29.67.97,443,443,TRUE,HKG,Asia Pacific,Hong Kong,247,5.48
104.29.67.98,443,443,TRUE,HKG,,,,
104.29.68.102,443,443,TRUE,HKG,,,,
104.29.68.115,443,443,TRUE,HKG,,,,
104.29.68.123,443,443,TRUE,HKG,,,,
104.29.68.127,443,443,TRUE,HKG,,,,
104.29.68.134,443,443,TRUE,HKG,,,,
104.29.68.147,443,443,TRUE,HKG,,,,
104.29.68.155,443,443,TRUE,HKG,,,,
104.29.68.157,443,443,TRUE,HKG,,,,
104.29.68.158,443,443,TRUE,HKG,,,,
104.29.68.160,443,443,TRUE,HKG,,,,
104.29.68.3,443,443,TRUE,HKG,,,,
104.29.68.30,443,443,TRUE,HKG,,,,
104.29.68.5,443,443,TRUE,HKG,,,,
104.29.68.52,443,443,TRUE,HKG,,,,
104.29.68.56,443,443,TRUE,HKG,,,,
104.29.68.70,443,443,TRUE,HKG,,,,
104.29.68.72,443,443,TRUE,HKG,,,,
104.29.68.80,443,443,TRUE,HKG,,,,
104.29.68.89,443,443,TRUE,HKG,,,,
104.29.68.90,443,443,TRUE,HKG,,,,
104.29.68.93,443,443,TRUE,HKG,,,,
104.29.69.103,443,443,TRUE,HKG,,,,
104.29.69.108,443,443,TRUE,HKG,,,,
104.29.69.11,443,443,TRUE,HKG,,,,
104.29.69.150,443,443,TRUE,HKG,,,,
104.29.69.158,443,443,TRUE,HKG,,,,
104.29.69.164,443,443,TRUE,HKG,,,,
104.29.69.165,443,443,TRUE,HKG,,,,
104.29.69.169,443,443,TRUE,HKG,,,,
104.29.69.170,443,443,TRUE,HKG,,,,
104.29.69.171,443,443,TRUE,HKG,,,,
104.29.69.172,443,443,TRUE,HKG,,,,
104.29.69.26,443,443,TRUE,HKG,Asia Pacific,Hong Kong,7,0.1
104.29.69.45,443,443,TRUE,HKG,,,,
104.29.69.54,443,443,TRUE,HKG,Asia Pacific,Hong Kong,7,0.1
104.29.69.55,443,443,TRUE,HKG,,,,
104.29.69.57,443,443,TRUE,HKG,,,,
104.29.69.59,443,443,TRUE,HKG,,,,
104.29.69.68,443,443,TRUE,HKG,,,,
104.29.69.75,443,443,TRUE,HKG,,,,
104.29.69.84,443,443,TRUE,HKG,,,,
104.29.69.85,443,443,TRUE,HKG,,,,
104.29.69.86,443,443,TRUE,HKG,,,,
110.235.85.88,443,443,TRUE,,,,,
112.118.186.180,443,443,TRUE,HKG,,,,
112.120.127.134,443,443,TRUE,HKG,,,,
112.120.127.147,443,443,TRUE,HKG,,,,
112.120.127.167,443,443,TRUE,HKG,,,,
112.120.127.204,443,443,TRUE,HKG,,,,
112.120.127.242,443,443,TRUE,HKG,,,,
112.120.127.66,443,443,TRUE,HKG,,,,
112.120.142.86,443,443,TRUE,HKG,,,,
112.120.54.146,443,443,TRUE,HKG,,,,
112.213.96.134,443,443,TRUE,HKG,Bestip,,,
113.252.129.190,443,443,TRUE,,,,,
113.252.216.208,443,443,TRUE,HKG,,,,
113.252.67.79,443,443,TRUE,,,,,
113.253.225.224,443,443,TRUE,,,,,
113.254.58.240,443,443,TRUE,,,,,
113.254.59.201,443,443,TRUE,HKG,,,,
113.28.205.192,443,443,TRUE,,,,,
114.199.77.144,443,443,TRUE,,,,,
114.199.78.30,443,443,TRUE,HKG,Bestip,,,
116.193.153.155,443,443,TRUE,,,,,
116.204.156.155,443,443,TRUE,HKG,Bestip,,,
116.92.245.199,443,443,TRUE,,,,,
118.107.40.241,443,443,TRUE,HKG,Bestip,,,
118.140.105.4,443,443,TRUE,HKG,,,,
118.140.24.206,443,443,TRUE,,,,,
118.140.81.133,443,443,TRUE,HKG,,,,
118.143.10.244,443,443,TRUE,HKG,,,,
118.143.105.106,443,443,TRUE,HKG,,,,
118.143.130.167,443,443,TRUE,HKG,,,,
118.143.204.129,443,443,TRUE,HKG,,,,
118.143.30.177,443,443,TRUE,HKG,,,,
118.193.30.100,443,443,TRUE,,,,,
118.26.37.158,443,443,TRUE,HKG,,,,
118.26.38.134,443,443,TRUE,HKG,Asia Pacific,Hong Kong,10,3.11
119.237.115.88,443,443,TRUE,HKG,,,,
119.246.125.153,443,443,TRUE,,,,,
119.246.126.241,443,443,TRUE,,,,,
119.28.128.246,443,443,TRUE,HKG,,,,
119.28.164.13,443,443,TRUE,HKG,,,,
119.28.164.14,443,443,TRUE,HKG,,,,
119.28.164.16,443,443,TRUE,HKG,,,,
119.28.164.71,443,443,TRUE,HKG,,,,
119.28.164.76,443,443,TRUE,HKG,,,,
119.28.164.77,443,443,TRUE,HKG,,,,
119.28.2.11,443,443,TRUE,HKG,,,,
119.28.43.223,443,443,TRUE,HKG,,,,
119.28.55.79,443,443,TRUE,HKG,,,,
119.28.57.113,443,443,TRUE,HKG,,,,
119.28.59.141,443,443,TRUE,HKG,,,,
119.28.87.227,443,443,TRUE,HKG,,,,
120.89.69.44,443,443,TRUE,HKG,,,,
120.89.70.109,443,443,TRUE,,,,,
120.89.71.106,443,443,TRUE,,,,,
121.202.152.18,443,443,TRUE,,,,,
121.202.193.68,443,443,TRUE,,,,,
122.10.10.137,443,443,TRUE,,,,,
122.10.11.200,443,443,TRUE,,,,,
122.10.14.13,443,443,TRUE,,,,,
122.10.15.21,443,443,TRUE,,,,,
122.10.17.37,443,443,TRUE,,,,,
122.10.19.231,443,443,TRUE,,,,,
122.10.4.110,443,443,TRUE,,,,,
122.10.42.247,443,443,TRUE,,,,,
122.10.49.80,443,443,TRUE,,,,,
122.10.5.241,443,443,TRUE,,,,,
122.10.96.56,443,443,TRUE,,,,,
123.176.96.19,443,443,TRUE,HKG,,,,
123.203.20.170,443,443,TRUE,HKG,Bestip,,,
123.242.224.100,443,443,TRUE,HKG,,,,
123.255.65.134,443,443,TRUE,,,,,
123.58.212.234,443,443,TRUE,,,,,
124.156.122.188,443,443,TRUE,KOR,Asia Pacific,Hong Kong,62,3.15
124.156.140.186,443,443,TRUE,HKG,,,,
124.156.147.197,443,443,TRUE,HKG,,,,
124.156.161.179,443,443,TRUE,HKG,,,,
124.156.163.251,443,443,TRUE,HKG,,,,
124.156.172.223,443,443,TRUE,HKG,,,,
124.156.173.46,443,443,TRUE,HKG,,,,
124.156.183.214,443,443,TRUE,HKG,,,,
124.244.159.131,443,443,TRUE,HKG,,,,
124.244.174.18,443,443,TRUE,,,,,
124.244.94.97,443,443,TRUE,,,,,
125.59.155.95,443,443,TRUE,,,,,
125.59.182.200,443,443,TRUE,,,,,
125.59.4.244,443,443,TRUE,,,,,
128.1.132.82,443,443,TRUE,,,,,
129.226.111.185,443,443,TRUE,HKG,Asia Pacific,Hong Kong,33,0.49
129.226.116.46,443,443,TRUE,HKG,,,,
129.226.12.38,443,443,TRUE,HKG,,,,
129.226.169.137,443,443,TRUE,HKG,Asia Pacific,Hong Kong,22,0.1
129.227.139.137,443,443,TRUE,HKG,Asia Pacific,Hong Kong,24,0.1
13.72.192.107,443,443,TRUE,HKG,,,,
130.162.182.76,443,443,TRUE,HKG,Asia Pacific,Hong Kong,237,7.09
137.189.140.1,443,443,TRUE,HKG,Bestip,,,
138.19.209.120,443,443,TRUE,SIN,Asia Pacific,Hong Kong,16,30.28
138.19.255.85,443,443,TRUE,,,,,
14.0.136.86,443,443,TRUE,,,,,
14.0.138.51,443,443,TRUE,,,,,
14.0.203.49,443,443,TRUE,,,,,
14.136.36.221,443,443,TRUE,,,,,
14.199.86.18,443,443,TRUE,,,,,
140.238.15.251,443,443,TRUE,,,,,
140.238.19.2,443,443,TRUE,,,,,
140.82.192.12,443,443,TRUE,GER,Asia Pacific,Hong Kong,20,1.81
140.82.193.21,443,443,TRUE,SIN,Asia Pacific,Hong Kong,24,25.84
140.82.194.76,443,443,TRUE,,,,,
140.82.196.104,443,443,TRUE,,,,,
140.82.198.190,443,443,TRUE,,,,,
140.82.199.106,443,443,TRUE,,,,,
140.82.200.226,443,443,TRUE,,,,,
140.82.205.246,443,443,TRUE,,,,,
140.82.207.196,443,443,TRUE,,,,,
140.83.61.244,443,443,TRUE,,,,,
141.11.125.215,443,443,TRUE,,,,,
141.11.77.125,443,443,TRUE,HOL,BESTip,,,
143.89.52.251,443,443,TRUE,HKG,Asia Pacific,Hong Kong,48,10.91
147.92.32.248,443,443,TRUE,HKG,Asia Pacific,Hong Kong,96,1.58
150.109.156.29,443,443,TRUE,,,,,
150.109.76.72,443,443,TRUE,HKG,Bestip,,,
152.32.164.110,443,443,TRUE,HKG,,,,
152.32.168.249,443,443,TRUE,HKG,,,,
152.32.170.121,443,443,TRUE,,,,,
152.32.171.103,443,443,TRUE,HKG,,,,
152.32.175.121,443,443,TRUE,HKG,,,,
152.32.185.249,443,443,TRUE,HKG,,,,
152.32.203.253,443,443,TRUE,,,,,
152.32.211.101,443,443,TRUE,HKG,,,,
152.32.211.106,443,443,TRUE,,,,,
152.32.211.89,443,443,TRUE,HKG,,,,
152.32.214.242,443,443,TRUE,HKG,,,,
152.32.217.180,443,443,TRUE,HKG,,,,
152.32.219.171,443,443,TRUE,HKG,,,,
152.32.239.90,443,443,TRUE,,,,,
152.32.251.195,443,443,TRUE,,,,,
152.32.253.180,443,443,TRUE,HKG,,,,
152.70.155.147,443,443,TRUE,HKG,,,,
154.194.64.195,443,443,TRUE,HKG,,,,
154.194.64.37,443,443,TRUE,HKG,Asia Pacific,Hong Kong,41,5.54
154.194.64.58,443,443,TRUE,HKG,Shield Digital Technology ,Hong Kong,,
154.204.60.101,443,443,TRUE,HKG,Bestip,,,
154.211.68.124,443,443,TRUE,HKG,Bestip,,,
154.218.64.207,443,443,TRUE,HKG,,,,
154.23.179.131,443,443,TRUE,HKG,Bestip,,,
154.23.179.32,443,443,TRUE,HKG,Bestip,,,
154.23.186.189,443,443,TRUE,HKG,,,,
154.23.187.8,443,443,TRUE,HKG,,,,
154.38.113.28,443,443,TRUE,HKG,,,,
154.38.114.244,443,443,TRUE,HKG,,,,
154.38.114.86,443,443,TRUE,HKG,,,,
154.38.118.167,443,443,TRUE,HKG,,,,
154.38.118.53,443,443,TRUE,HKG,,,,
154.38.118.62,443,443,TRUE,HKG,,,,
154.39.64.210,443,443,TRUE,HKG,,,,
154.39.65.6,443,443,TRUE,HKG,,,,
154.86.16.76,443,443,TRUE,HKG,,,,
154.86.20.184,443,443,TRUE,HKG,,,,
156.230.12.71,443,443,TRUE,HKG,Bestip,,,
16.162.37.167,443,443,TRUE,HKG,,,,
160.202.44.153,443,443,TRUE,HKG,,,,
161.81.127.59,443,443,TRUE,HKG,,,,
161.81.250.223,443,443,TRUE,HKG,SAITEIDC Limited,Hong Kong,,
165.154.150.238,443,443,TRUE,,,,,
165.154.32.31,443,443,TRUE,,,,,
165.154.41.40,443,443,TRUE,,,,,
165.154.43.92,443,443,TRUE,,,,,
165.154.64.64,443,443,TRUE,HKG,Asia Pacific,Hong Kong,42,1.75
165.154.68.195,443,443,TRUE,HKG,,,,
165.154.98.69,443,443,TRUE,HKG,cfst_hosts,Hong Kong,,
165.84.134.48,443,443,TRUE,HKG,cfst_hosts,Hong Kong,,
168.70.86.162,443,443,TRUE,HKG,,,,
168.76.160.87,443,443,TRUE,HKG,,,,
17.248.152.18,443,443,TRUE,,,,,
172.67.113.216,443,443,TRUE,HKG,,,,
172.67.2.30,443,443,TRUE,MACAU,Asia Pacific,Hong Kong,46,1.48
172.67.98.108,443,443,TRUE,HKG,Bestip,,,
172.93.165.228,443,443,TRUE,SIN,Asia Pacific,Singapore,22,2.69
172.93.188.140,443,443,TRUE,HKG,,,,
172.93.188.89,443,443,TRUE,HKG,Asia Pacific,Hong Kong,19,4.29
175.176.193.172,443,443,TRUE,HKG,,,,
18.162.97.34,443,443,TRUE,SIN,Asia Pacific,Singapore,13,3.31
18.163.74.250,443,443,TRUE,HKG,,,,
182.16.19.158,443,443,TRUE,HKG,Asia Pacific,Hong Kong,17,0.65
182.16.20.142,443,8443,TRUE,HKG,Asia Pacific,Hong Kong,20,4.73
182.16.24.59,443,443,TRUE,HKG,,,,
182.16.27.30,443,443,TRUE,HKG,Asia Pacific,Hong Kong,46,2.51
182.16.35.244,443,443,TRUE,,,,,
182.16.41.227,443,443,TRUE,HKG,,,,
182.237.0.100,443,8443,TRUE,HKG,Asia Pacific,Hong Kong,28,17.15
182.239.79.91,443,443,TRUE,,,,,
183.104.100.60,443,443,TRUE,,,,,
183.104.106.10,443,443,TRUE,,,,,
183.104.188.91,443,443,TRUE,,,,,
183.104.99.103,443,443,TRUE,,,,,
183.176.221.142,443,443,TRUE,,,,,
183.240.180.188,443,443,TRUE,HKG,Cloudie Limited,Hong Kong,,
183.80.111.212,443,443,TRUE,,,,,
183.80.199.122,443,443,TRUE,HKG,,,,
183.80.36.176,443,443,TRUE,HKG,,,,
185.121.169.52,443,443,TRUE,HKG,,,,
185.135.9.90,443,443,TRUE,HKG,,,,
192.197.113.42,443,443,TRUE,HKG,,,,
193.134.211.196,443,443,TRUE,HKG,,,,
193.227.99.176,443,443,TRUE,HKG,,,,
202.126.48.119,443,443,TRUE,HKG,,,,
202.134.87.244,443,443,TRUE,HKG,,,,
202.144.192.148,443,443,TRUE,HKG,Asia Pacific,Hong Kong,591,1.2
202.144.195.91,443,443,TRUE,GER,DomAin,,,
202.181.1.12,443,443,TRUE,HKG,,,,
202.51.149.70,443,443,TRUE,HKG,Bestip,,,
202.60.225.164,443,443,TRUE,HKG,,,,
202.61.84.207,443,443,TRUE,HOL,DomAin,,,
202.65.201.188,443,443,TRUE,HKG,,,,
202.66.132.250,443,443,TRUE,HKG,Asia Pacific,Hong Kong,16,1.52
202.66.203.222,443,443,TRUE,,,,,
202.66.205.138,443,443,TRUE,,,,,
202.81.230.34,443,443,TRUE,,,,,
202.81.230.5,443,443,TRUE,,,,,
202.81.231.138,443,443,TRUE,,,,,
202.81.231.150,443,443,TRUE,,,,,
202.81.231.27,443,443,TRUE,HKG,Bestip,,,
202.81.232.223,443,443,TRUE,,,,,
202.81.232.60,443,443,TRUE,HKG,Asia Pacific,Hong Kong,22,3.12
202.81.232.72,443,443,TRUE,,,,,
202.82.75.111,443,443,TRUE,,,,,
203.12.203.27,443,443,TRUE,HKG,,,,
203.161.254.188,443,443,TRUE,HKG,,,,
203.198.16.59,443,443,TRUE,HKG,,,,
203.205.136.188,443,443,TRUE,HKG,Asia Pacific,Hong Kong,7,0.39
203.205.136.8,443,443,TRUE,HKG,,,,
203.205.137.222,443,443,TRUE,HKG,,,,
203.205.250.111,443,443,TRUE,HKG,,,,
203.85.84.116,443,443,TRUE,HKG,,,,
203.85.85.63,443,443,TRUE,,,,,
203.9.150.104,443,443,TRUE,,,,,
203.90.231.161,443,443,TRUE,,,,,
204.93.210.84,443,443,TRUE,HKG,,,,
204.93.210.86,443,443,TRUE,HKG,,,,
207.148.32.68,443,443,TRUE,HKG,,,,
207.226.152.42,443,443,TRUE,HKG,,,,
210.176.155.83,443,443,TRUE,HKG,,,,
210.57.203.11,443,443,TRUE,HKG,,,,
210.57.88.22,443,443,TRUE,HKG,,,,
210.57.89.153,443,8443,TRUE,HKG,Asia Pacific,Hong Kong,22,28.11
210.57.90.121,443,443,TRUE,,,,,
